sample_id,video_id,frame_index,timestamp_seconds,behavior_label,face_detected_baseline,pose_bin_baseline,selection_seed,annotation_status,review_status
video_04__frame_020794,video_04,20794,1167.3152439760931,distraction,1,medium,42,pending,pending
video_04__frame_020864,video_04,20864,1171.2448422774457,distraction,1,large,42,pending,pending
video_04__frame_020923,video_04,20923,1174.5569322743,fatigue,1,large,42,pending,pending
video_04__frame_021018,video_04,21018,1179.8899585404215,fatigue,1,large,42,pending,pending
video_04__frame_021091,video_04,21091,1183.9879681975463,distraction,1,large,42,pending,pending
video_04__frame_021294,video_04,21294,1195.3838032714689,alert,1,near,42,pending,pending
video_04__frame_021367,video_04,21367,1199.4818129285939,alert,1,large,42,pending,pending
video_04__frame_021522,video_04,21522,1208.1830663101603,alert,1,large,42,pending,pending
video_04__frame_021599,video_04,21599,1212.5056244416483,alert,0,unknown,42,pending,pending
video_04__frame_021692,video_04,21692,1217.726376470588,alert,0,unknown,42,pending,pending
video_04__frame_021737,video_04,21737,1220.252546807172,alert,1,near,42,pending,pending
video_04__frame_021902,video_04,21902,1229.5151713746461,alert,1,medium,42,pending,pending
video_04__frame_021956,video_04,21956,1232.5465757785466,alert,1,large,42,pending,pending
video_04__frame_022327,video_04,22327,1253.3734467757156,alert,1,medium,42,pending,pending
video_04__frame_022499,video_04,22499,1263.029031173325,distraction,1,medium,42,pending,pending
video_04__frame_022551,video_04,22551,1265.948161340044,distraction,1,medium,42,pending,pending
video_04__frame_022604,video_04,22604,1268.9234286253538,distraction,1,large,42,pending,pending
video_04__frame_022661,video_04,22661,1272.1232443850267,distraction,1,large,42,pending,pending
video_04__frame_022737,video_04,22737,1276.3896653979239,alert,1,large,42,pending,pending
video_04__frame_023425,video_04,23425,1315.012002988361,alert,0,unknown,42,pending,pending
video_04__frame_023493,video_04,23493,1318.829327052532,alert,0,unknown,42,pending,pending
video_04__frame_023676,video_04,23676,1329.1024197546396,alert,1,medium,42,pending,pending
video_04__frame_023722,video_04,23722,1331.6847272098144,alert,1,medium,42,pending,pending
video_04__frame_023863,video_04,23863,1339.6000609311104,alert,1,medium,42,pending,pending
video_04__frame_023928,video_04,23928,1343.2489736395091,alert,1,near,42,pending,pending
video_04__frame_024012,video_04,24012,1347.9644916011323,alert,1,medium,42,pending,pending
video_04__frame_024541,video_04,24541,1377.66102733564,alert,1,medium,42,pending,pending
video_04__frame_024759,video_04,24759,1389.8989191884239,alert,1,medium,42,pending,pending
video_04__frame_025635,video_04,25635,1439.0750350739224,alert,1,large,42,pending,pending
video_04__frame_025805,video_04,25805,1448.6183452343503,alert,0,unknown,42,pending,pending
video_04__frame_026516,video_04,26516,1488.531836552375,alert,1,near,42,pending,pending
video_04__frame_026818,video_04,26818,1505.485246366782,distraction,1,large,42,pending,pending
video_04__frame_026909,video_04,26909,1510.5937241585402,distraction,1,large,42,pending,pending
video_04__frame_026970,video_04,26970,1514.0180883925761,distraction,1,large,42,pending,pending
video_04__frame_027017,video_04,27017,1516.6565329663415,distraction,1,large,42,pending,pending
video_04__frame_027076,video_04,27076,1519.968622963196,distraction,1,medium,42,pending,pending
video_04__frame_027126,video_04,27126,1522.7754788927334,distraction,1,large,42,pending,pending
video_04__frame_027164,video_04,27164,1524.908689399182,distraction,1,large,42,pending,pending
video_04__frame_027202,video_04,27202,1527.0418999056305,distraction,1,medium,42,pending,pending
video_04__frame_027258,video_04,27258,1530.1855785467128,distraction,1,medium,42,pending,pending
video_04__frame_027322,video_04,27322,1533.7783541365209,distraction,1,large,42,pending,pending
video_04__frame_027392,video_04,27392,1537.7079524378735,distraction,0,unknown,42,pending,pending
video_04__frame_027435,video_04,27435,1540.1218485372758,distraction,1,near,42,pending,pending
video_04__frame_027493,video_04,27493,1543.3778014155394,distraction,0,unknown,42,pending,pending
video_04__frame_027531,video_04,27531,1545.511011921988,distraction,0,unknown,42,pending,pending
video_04__frame_027586,video_04,27586,1548.5985534444792,distraction,0,unknown,42,pending,pending
video_04__frame_027652,video_04,27652,1552.303603271469,distraction,0,unknown,42,pending,pending
video_04__frame_027704,video_04,27704,1555.222733438188,distraction,1,near,42,pending,pending
video_04__frame_027775,video_04,27775,1559.2084688581315,distraction,0,unknown,42,pending,pending
video_04__frame_027851,video_04,27851,1563.4748898710286,alert,0,unknown,42,pending,pending
video_04__frame_028144,video_04,28144,1579.9230656181187,alert,0,unknown,42,pending,pending
video_04__frame_028307,video_04,28307,1589.0734159484114,alert,1,near,42,pending,pending
video_04__frame_028401,video_04,28401,1594.350305095942,alert,1,near,42,pending,pending
video_04__frame_028593,video_04,28593,1605.1286318653663,alert,1,medium,42,pending,pending
video_04__frame_028770,video_04,28770,1615.0649018559295,alert,0,unknown,42,pending,pending
video_04__frame_028863,video_04,28863,1620.2856538848694,alert,1,medium,42,pending,pending
video_04__frame_029015,video_04,29015,1628.8184959106636,alert,1,large,42,pending,pending
video_04__frame_029882,video_04,29882,1677.4893777288455,alert,0,unknown,42,pending,pending
video_04__frame_030354,video_04,30354,1703.9860977036803,alert,1,large,42,pending,pending
video_04__frame_031031,video_04,31031,1741.9909269896193,alert,1,near,42,pending,pending
video_04__frame_031188,video_04,31188,1750.8044546083672,alert,1,large,42,pending,pending
video_04__frame_031590,video_04,31590,1773.3715762818495,alert,1,medium,42,pending,pending
