arquivo,estado_predito,estado_real
008892.jpg,MAOS_FORA,NAO_DETECTADO
008893.jpg,MAOS_FORA,NAO_DETECTADO
008894.jpg,MAOS_FORA,NAO_DETECTADO
008895.jpg,MAOS_FORA,NAO_DETECTADO
008896.jpg,MAOS_FORA,NAO_DETECTADO
008897.jpg,MAOS_FORA,NAO_DETECTADO
008898.jpg,MAOS_FORA,NAO_DETECTADO
008899.jpg,MAOS_FORA,NAO_DETECTADO
008900.jpg,MAOS_FORA,NAO_DETECTADO
008901.jpg,MAOS_FORA,NAO_DETECTADO
008902.jpg,MAOS_FORA,NAO_DETECTADO
008903.jpg,MAOS_FORA,NAO_DETECTADO
008904.jpg,MAOS_FORA,NAO_DETECTADO
008905.jpg,MAOS_FORA,NAO_DETECTADO
008906.jpg,MAOS_FORA,NAO_DETECTADO
008907.jpg,MAOS_FORA,NAO_DETECTADO
008908.jpg,MAOS_FORA,NAO_DETECTADO
008909.jpg,MAOS_FORA,NAO_DETECTADO
008910.jpg,MAOS_FORA,NAO_DETECTADO
008911.jpg,MAOS_FORA,NAO_DETECTADO
008912.jpg,MAOS_FORA,NAO_DETECTADO
008913.jpg,MAOS_FORA,NAO_DETECTADO
008914.jpg,MAOS_FORA,NAO_DETECTADO
008915.jpg,MAOS_FORA,NAO_DETECTADO
008916.jpg,MAOS_FORA,NAO_DETECTADO
008917.jpg,MAOS_FORA,NAO_DETECTADO
008918.jpg,MAOS_FORA,NAO_DETECTADO
008919.jpg,MAOS_FORA,NAO_DETECTADO
008920.jpg,MAOS_FORA,NAO_DETECTADO
008921.jpg,MAOS_FORA,NAO_DETECTADO
008922.jpg,MAOS_FORA,NAO_DETECTADO
008923.jpg,MAOS_FORA,NAO_DETECTADO
008924.jpg,MAOS_FORA,NAO_DETECTADO
008925.jpg,MAOS_FORA,NAO_DETECTADO
008926.jpg,MAOS_FORA,NAO_DETECTADO
008927.jpg,MAOS_FORA,NAO_DETECTADO
008928.jpg,MAOS_FORA,NAO_DETECTADO
008929.jpg,MAOS_FORA,NAO_DETECTADO
008930.jpg,MAOS_FORA,NAO_DETECTADO
008931.jpg,MAOS_FORA,NAO_DETECTADO
008932.jpg,MAOS_FORA,NAO_DETECTADO
008933.jpg,MAOS_FORA,NAO_DETECTADO
008934.jpg,MAOS_FORA,NAO_DETECTADO
008935.jpg,MAOS_FORA,NAO_DETECTADO
008936.jpg,MAOS_FORA,NAO_DETECTADO
008937.jpg,MAOS_FORA,NAO_DETECTADO
008938.jpg,MAOS_FORA,NAO_DETECTADO
008939.jpg,MAOS_FORA,NAO_DETECTADO
008940.jpg,MAOS_FORA,NAO_DETECTADO
008941.jpg,MAOS_FORA,NAO_DETECTADO
008942.jpg,MAOS_FORA,NAO_DETECTADO
008943.jpg,MAOS_FORA,NAO_DETECTADO
008944.jpg,MAOS_FORA,NAO_DETECTADO
008945.jpg,MAOS_FORA,NAO_DETECTADO
008951.jpg,MAOS_FORA,NAO_DETECTADO
008952.jpg,MAOS_FORA,NAO_DETECTADO
008953.jpg,MAOS_FORA,NAO_DETECTADO
008954.jpg,MAOS_FORA,NAO_DETECTADO
008955.jpg,MAOS_FORA,NAO_DETECTADO
008956.jpg,MAOS_FORA,NAO_DETECTADO
008957.jpg,MAOS_FORA,NAO_DETECTADO
008958.jpg,MAOS_FORA,NAO_DETECTADO
008959.jpg,MAOS_FORA,NAO_DETECTADO
009049.jpg,MAOS_FORA,NAO_DETECTADO
009050.jpg,MAOS_FORA,NAO_DETECTADO
009051.jpg,MAOS_FORA,NAO_DETECTADO
009052.jpg,MAOS_FORA,NAO_DETECTADO
009053.jpg,MAOS_FORA,NAO_DETECTADO
009054.jpg,MAOS_FORA,NAO_DETECTADO
009055.jpg,MAOS_FORA,NAO_DETECTADO
009457.jpg,MAOS_FORA,NAO_DETECTADO
009458.jpg,MAOS_FORA,NAO_DETECTADO
009459.jpg,MAOS_FORA,NAO_DETECTADO
009460.jpg,MAOS_FORA,NAO_DETECTADO
009461.jpg,MAOS_FORA,NAO_DETECTADO
009462.jpg,MAOS_FORA,NAO_DETECTADO
009463.jpg,MAOS_FORA,NAO_DETECTADO
009464.jpg,MAOS_FORA,NAO_DETECTADO
009465.jpg,MAOS_FORA,NAO_DETECTADO
009466.jpg,MAOS_FORA,NAO_DETECTADO
009467.jpg,MAOS_FORA,NAO_DETECTADO
009468.jpg,MAOS_FORA,NAO_DETECTADO
009469.jpg,MAOS_FORA,NAO_DETECTADO
009470.jpg,MAOS_FORA,NAO_DETECTADO
009471.jpg,MAOS_FORA,NAO_DETECTADO
009472.jpg,MAOS_FORA,NAO_DETECTADO
009473.jpg,MAOS_FORA,NAO_DETECTADO
009474.jpg,MAOS_FORA,NAO_DETECTADO
009475.jpg,MAOS_FORA,NAO_DETECTADO
009476.jpg,MAOS_FORA,NAO_DETECTADO
009477.jpg,MAOS_FORA,NAO_DETECTADO
009478.jpg,MAOS_FORA,NAO_DETECTADO
009479.jpg,MAOS_FORA,NAO_DETECTADO
009480.jpg,MAOS_FORA,NAO_DETECTADO
009481.jpg,MAOS_FORA,NAO_DETECTADO
009482.jpg,MAOS_FORA,NAO_DETECTADO
009483.jpg,MAOS_FORA,NAO_DETECTADO
009484.jpg,MAOS_FORA,NAO_DETECTADO
009485.jpg,MAOS_FORA,NAO_DETECTADO
009486.jpg,MAOS_FORA,NAO_DETECTADO
009487.jpg,MAOS_FORA,NAO_DETECTADO
009488.jpg,MAOS_FORA,NAO_DETECTADO
009489.jpg,MAOS_FORA,NAO_DETECTADO
009490.jpg,MAOS_FORA,NAO_DETECTADO
009501.jpg,MAOS_FORA,NAO_DETECTADO
009502.jpg,MAOS_FORA,NAO_DETECTADO
009503.jpg,MAOS_FORA,NAO_DETECTADO
009504.jpg,MAOS_FORA,NAO_DETECTADO
009505.jpg,MAOS_FORA,NAO_DETECTADO
009506.jpg,MAOS_FORA,NAO_DETECTADO
009507.jpg,MAOS_FORA,NAO_DETECTADO
009508.jpg,MAOS_FORA,NAO_DETECTADO
009509.jpg,MAOS_FORA,NAO_DETECTADO
009510.jpg,MAOS_FORA,NAO_DETECTADO
009511.jpg,MAOS_FORA,NAO_DETECTADO
009512.jpg,MAOS_FORA,NAO_DETECTADO
009513.jpg,MAOS_FORA,NAO_DETECTADO
009514.jpg,MAOS_FORA,NAO_DETECTADO
009515.jpg,MAOS_FORA,NAO_DETECTADO
009516.jpg,MAOS_FORA,NAO_DETECTADO
009517.jpg,MAOS_FORA,NAO_DETECTADO
009518.jpg,MAOS_FORA,NAO_DETECTADO
009519.jpg,MAOS_FORA,NAO_DETECTADO
009520.jpg,MAOS_FORA,NAO_DETECTADO
009521.jpg,MAOS_FORA,NAO_DETECTADO
009522.jpg,MAOS_FORA,NAO_DETECTADO
009523.jpg,MAOS_FORA,NAO_DETECTADO
009524.jpg,MAOS_FORA,NAO_DETECTADO
009525.jpg,MAOS_FORA,NAO_DETECTADO
009526.jpg,MAOS_FORA,NAO_DETECTADO
009527.jpg,MAOS_FORA,NAO_DETECTADO
009528.jpg,MAOS_FORA,NAO_DETECTADO
009529.jpg,MAOS_FORA,NAO_DETECTADO
009530.jpg,MAOS_FORA,NAO_DETECTADO
009531.jpg,MAOS_FORA,NAO_DETECTADO
009532.jpg,MAOS_FORA,NAO_DETECTADO
009533.jpg,MAOS_FORA,NAO_DETECTADO
009534.jpg,MAOS_FORA,NAO_DETECTADO
009535.jpg,MAOS_FORA,NAO_DETECTADO
009536.jpg,MAOS_FORA,NAO_DETECTADO
009537.jpg,MAOS_FORA,NAO_DETECTADO
009538.jpg,MAOS_FORA,NAO_DETECTADO
009539.jpg,MAOS_FORA,NAO_DETECTADO
009540.jpg,MAOS_FORA,NAO_DETECTADO
009541.jpg,MAOS_FORA,NAO_DETECTADO
009542.jpg,MAOS_FORA,NAO_DETECTADO
009543.jpg,MAOS_FORA,NAO_DETECTADO
009544.jpg,MAOS_FORA,NAO_DETECTADO
009545.jpg,MAOS_FORA,NAO_DETECTADO
009546.jpg,MAOS_FORA,NAO_DETECTADO
009547.jpg,MAOS_FORA,NAO_DETECTADO
009548.jpg,MAOS_FORA,NAO_DETECTADO
009549.jpg,MAOS_FORA,NAO_DETECTADO
009550.jpg,MAOS_FORA,NAO_DETECTADO
009551.jpg,MAOS_FORA,NAO_DETECTADO
009552.jpg,MAOS_FORA,NAO_DETECTADO
009553.jpg,MAOS_FORA,NAO_DETECTADO
009554.jpg,MAOS_FORA,NAO_DETECTADO
009567.jpg,MAOS_FORA,NAO_DETECTADO
009568.jpg,MAOS_FORA,NAO_DETECTADO
009569.jpg,MAOS_FORA,NAO_DETECTADO
009570.jpg,MAOS_FORA,NAO_DETECTADO
009571.jpg,MAOS_FORA,NAO_DETECTADO
009577.jpg,MAOS_FORA,NAO_DETECTADO
009578.jpg,MAOS_FORA,NAO_DETECTADO
009579.jpg,MAOS_FORA,NAO_DETECTADO
009580.jpg,MAOS_FORA,NAO_DETECTADO
009581.jpg,MAOS_FORA,NAO_DETECTADO
009582.jpg,MAOS_FORA,NAO_DETECTADO
009583.jpg,MAOS_FORA,NAO_DETECTADO
009584.jpg,MAOS_FORA,NAO_DETECTADO
009585.jpg,MAOS_FORA,NAO_DETECTADO
009586.jpg,MAOS_FORA,NAO_DETECTADO
009639.jpg,MAOS_FORA,NAO_DETECTADO
009640.jpg,MAOS_FORA,NAO_DETECTADO
009641.jpg,MAOS_FORA,NAO_DETECTADO
009642.jpg,MAOS_FORA,NAO_DETECTADO
009643.jpg,MAOS_FORA,NAO_DETECTADO
009680.jpg,MAOS_FORA,NAO_DETECTADO
009681.jpg,MAOS_FORA,NAO_DETECTADO
009682.jpg,MAOS_FORA,NAO_DETECTADO
009683.jpg,MAOS_FORA,NAO_DETECTADO
009684.jpg,MAOS_FORA,NAO_DETECTADO
009685.jpg,MAOS_FORA,NAO_DETECTADO
009686.jpg,MAOS_FORA,NAO_DETECTADO
009687.jpg,MAOS_FORA,NAO_DETECTADO
009688.jpg,MAOS_FORA,NAO_DETECTADO
009689.jpg,MAOS_FORA,NAO_DETECTADO
009707.jpg,MAOS_FORA,NAO_DETECTADO
009708.jpg,MAOS_FORA,NAO_DETECTADO
009709.jpg,MAOS_FORA,NAO_DETECTADO
009710.jpg,MAOS_FORA,NAO_DETECTADO
009711.jpg,MAOS_FORA,NAO_DETECTADO
009712.jpg,MAOS_FORA,NAO_DETECTADO
009713.jpg,MAOS_FORA,NAO_DETECTADO
009714.jpg,MAOS_FORA,NAO_DETECTADO
009715.jpg,MAOS_FORA,NAO_DETECTADO
009716.jpg,MAOS_FORA,NAO_DETECTADO
009893.jpg,MAOS_FORA,MAOS_FORA
009894.jpg,MAOS_FORA,MAOS_FORA
009895.jpg,MAOS_FORA,MAOS_FORA
009896.jpg,MAOS_FORA,MAOS_FORA
009897.jpg,MAOS_FORA,MAOS_FORA
009898.jpg,MAOS_FORA,MAOS_FORA
009899.jpg,MAOS_FORA,MAOS_FORA
009900.jpg,MAOS_FORA,MAOS_FORA
009901.jpg,MAOS_FORA,MAOS_FORA
009902.jpg,MAOS_FORA,MAOS_FORA
009903.jpg,MAOS_FORA,MAOS_FORA
009904.jpg,MAOS_FORA,MAOS_FORA
009905.jpg,MAOS_FORA,MAOS_FORA
009906.jpg,MAOS_FORA,MAOS_FORA
009907.jpg,MAOS_FORA,MAOS_FORA
009908.jpg,MAOS_FORA,MAOS_FORA
009921.jpg,MAOS_FORA,MAOS_FORA
009922.jpg,MAOS_FORA,MAOS_FORA
009923.jpg,MAOS_FORA,MAOS_FORA
009924.jpg,MAOS_FORA,MAOS_FORA
009925.jpg,MAOS_FORA,MAOS_FORA
009926.jpg,MAOS_FORA,MAOS_FORA
009927.jpg,MAOS_FORA,MAOS_FORA
009928.jpg,MAOS_FORA,MAOS_FORA
009929.jpg,MAOS_FORA,MAOS_FORA
009930.jpg,MAOS_FORA,MAOS_FORA
009931.jpg,MAOS_FORA,MAOS_FORA
009932.jpg,MAOS_FORA,MAOS_FORA
009933.jpg,MAOS_FORA,MAOS_FORA
009934.jpg,MAOS_FORA,MAOS_FORA
009935.jpg,MAOS_FORA,MAOS_FORA
010725.jpg,MAOS_FORA,NORMAL
010726.jpg,MAOS_FORA,NORMAL
010727.jpg,MAOS_FORA,NORMAL
010728.jpg,MAOS_FORA,NORMAL
010729.jpg,MAOS_FORA,NORMAL
010730.jpg,MAOS_FORA,NORMAL
010731.jpg,MAOS_FORA,NORMAL
010732.jpg,MAOS_FORA,NORMAL
010733.jpg,MAOS_FORA,NORMAL
010734.jpg,MAOS_FORA,NORMAL
010735.jpg,MAOS_FORA,NORMAL
010736.jpg,MAOS_FORA,NORMAL
010803.jpg,MAOS_FORA,NORMAL
010804.jpg,MAOS_FORA,NORMAL
010805.jpg,MAOS_FORA,NORMAL
010806.jpg,MAOS_FORA,NORMAL
010807.jpg,MAOS_FORA,NORMAL
010889.jpg,MAOS_FORA,NORMAL
010890.jpg,MAOS_FORA,NORMAL
010891.jpg,MAOS_FORA,NORMAL
010892.jpg,MAOS_FORA,NORMAL
010893.jpg,MAOS_FORA,NORMAL
010894.jpg,MAOS_FORA,NORMAL
010895.jpg,MAOS_FORA,NORMAL
010896.jpg,MAOS_FORA,NORMAL
010897.jpg,MAOS_FORA,NORMAL
010898.jpg,MAOS_FORA,NORMAL
010899.jpg,MAOS_FORA,NORMAL
010900.jpg,MAOS_FORA,NORMAL
010901.jpg,MAOS_FORA,NORMAL
010902.jpg,MAOS_FORA,NORMAL
010903.jpg,MAOS_FORA,NORMAL
010973.jpg,MAOS_FORA,NORMAL
010974.jpg,MAOS_FORA,NORMAL
010975.jpg,MAOS_FORA,NORMAL
010976.jpg,MAOS_FORA,NORMAL
010977.jpg,MAOS_FORA,NORMAL
010978.jpg,MAOS_FORA,NORMAL
011088.jpg,MAOS_FORA,NORMAL
011089.jpg,MAOS_FORA,NORMAL
011090.jpg,MAOS_FORA,NORMAL
011091.jpg,MAOS_FORA,NORMAL
011092.jpg,MAOS_FORA,NORMAL
011093.jpg,MAOS_FORA,NORMAL
011094.jpg,MAOS_FORA,NORMAL
011095.jpg,MAOS_FORA,NORMAL
011096.jpg,MAOS_FORA,NORMAL
011097.jpg,MAOS_FORA,NORMAL
011098.jpg,MAOS_FORA,NORMAL
011099.jpg,MAOS_FORA,NORMAL
011100.jpg,MAOS_FORA,NORMAL
011101.jpg,MAOS_FORA,NORMAL
011102.jpg,MAOS_FORA,NORMAL
011190.jpg,MAOS_FORA,NORMAL
011191.jpg,MAOS_FORA,NORMAL
011192.jpg,MAOS_FORA,NORMAL
011193.jpg,MAOS_FORA,NORMAL
011194.jpg,MAOS_FORA,NORMAL
011195.jpg,MAOS_FORA,NORMAL
011196.jpg,MAOS_FORA,NORMAL
011197.jpg,MAOS_FORA,NORMAL
011198.jpg,MAOS_FORA,NORMAL
011199.jpg,MAOS_FORA,NORMAL
011200.jpg,MAOS_FORA,NORMAL
011201.jpg,MAOS_FORA,NORMAL
011202.jpg,MAOS_FORA,NORMAL
011203.jpg,MAOS_FORA,NORMAL
011204.jpg,MAOS_FORA,NORMAL
011205.jpg,MAOS_FORA,NORMAL
011206.jpg,MAOS_FORA,NORMAL
011282.jpg,MAOS_FORA,NORMAL
011283.jpg,MAOS_FORA,NORMAL
011284.jpg,MAOS_FORA,NORMAL
011285.jpg,MAOS_FORA,NORMAL
011286.jpg,MAOS_FORA,NORMAL
011287.jpg,MAOS_FORA,NORMAL
011288.jpg,MAOS_FORA,NORMAL
011289.jpg,MAOS_FORA,NORMAL
011290.jpg,MAOS_FORA,NORMAL
011291.jpg,MAOS_FORA,NORMAL
011292.jpg,MAOS_FORA,NORMAL
011293.jpg,MAOS_FORA,NORMAL
011294.jpg,MAOS_FORA,NORMAL
011295.jpg,MAOS_FORA,NORMAL
011296.jpg,MAOS_FORA,NORMAL
011297.jpg,MAOS_FORA,NORMAL
011298.jpg,MAOS_FORA,NORMAL
011299.jpg,MAOS_FORA,NORMAL
011353.jpg,MAOS_FORA,NORMAL
011354.jpg,MAOS_FORA,NORMAL
011355.jpg,MAOS_FORA,NORMAL
011356.jpg,MAOS_FORA,NORMAL
011357.jpg,MAOS_FORA,NORMAL
011358.jpg,MAOS_FORA,NORMAL
011359.jpg,MAOS_FORA,NORMAL
011360.jpg,MAOS_FORA,NORMAL
011361.jpg,MAOS_FORA,NORMAL
011362.jpg,MAOS_FORA,NORMAL
011363.jpg,MAOS_FORA,NORMAL
011364.jpg,MAOS_FORA,NORMAL
011365.jpg,MAOS_FORA,NORMAL
011366.jpg,MAOS_FORA,NORMAL
011411.jpg,MAOS_FORA,MAOS_FORA
011412.jpg,MAOS_FORA,MAOS_FORA
011413.jpg,MAOS_FORA,MAOS_FORA
011414.jpg,MAOS_FORA,MAOS_FORA
011415.jpg,MAOS_FORA,MAOS_FORA
011444.jpg,MAOS_FORA,MAOS_FORA
011445.jpg,MAOS_FORA,MAOS_FORA
011446.jpg,MAOS_FORA,MAOS_FORA
011447.jpg,MAOS_FORA,MAOS_FORA
011448.jpg,MAOS_FORA,MAOS_FORA
011449.jpg,MAOS_FORA,MAOS_FORA
011450.jpg,MAOS_FORA,MAOS_FORA
011466.jpg,MAOS_FORA,MAOS_FORA
011467.jpg,MAOS_FORA,MAOS_FORA
011468.jpg,MAOS_FORA,MAOS_FORA
011469.jpg,MAOS_FORA,MAOS_FORA
011470.jpg,MAOS_FORA,MAOS_FORA
011504.jpg,MAOS_FORA,NORMAL
011505.jpg,MAOS_FORA,NORMAL
011506.jpg,MAOS_FORA,NORMAL
011507.jpg,MAOS_FORA,NORMAL
011508.jpg,MAOS_FORA,NORMAL
011509.jpg,MAOS_FORA,NORMAL
011510.jpg,MAOS_FORA,NORMAL
011511.jpg,MAOS_FORA,NORMAL
011512.jpg,MAOS_FORA,NORMAL
011513.jpg,MAOS_FORA,NORMAL
011514.jpg,MAOS_FORA,NORMAL
011515.jpg,MAOS_FORA,NORMAL
011565.jpg,MAOS_FORA,NORMAL
011566.jpg,MAOS_FORA,NORMAL
011567.jpg,MAOS_FORA,NORMAL
011568.jpg,MAOS_FORA,NORMAL
011569.jpg,MAOS_FORA,NORMAL
011570.jpg,MAOS_FORA,NORMAL
011571.jpg,MAOS_FORA,NORMAL
011572.jpg,MAOS_FORA,NORMAL
011573.jpg,MAOS_FORA,NORMAL
011574.jpg,MAOS_FORA,NORMAL
011575.jpg,MAOS_FORA,NORMAL
011576.jpg,MAOS_FORA,NORMAL
011577.jpg,MAOS_FORA,NORMAL
011578.jpg,MAOS_FORA,NORMAL
011579.jpg,MAOS_FORA,NORMAL
011627.jpg,MAOS_FORA,NORMAL
011628.jpg,MAOS_FORA,NORMAL
011629.jpg,MAOS_FORA,NORMAL
011630.jpg,MAOS_FORA,NORMAL
011631.jpg,MAOS_FORA,NORMAL
011632.jpg,MAOS_FORA,NORMAL
011633.jpg,MAOS_FORA,NORMAL
011634.jpg,MAOS_FORA,NORMAL
011635.jpg,MAOS_FORA,NORMAL
011636.jpg,MAOS_FORA,NORMAL
011637.jpg,MAOS_FORA,NORMAL
011638.jpg,MAOS_FORA,NORMAL
011639.jpg,MAOS_FORA,NORMAL
011677.jpg,MAOS_FORA,NORMAL
011678.jpg,MAOS_FORA,NORMAL
011679.jpg,MAOS_FORA,NORMAL
011680.jpg,MAOS_FORA,NORMAL
011681.jpg,MAOS_FORA,NORMAL
011682.jpg,MAOS_FORA,NORMAL
011683.jpg,MAOS_FORA,NORMAL
011684.jpg,MAOS_FORA,NORMAL
011685.jpg,MAOS_FORA,NORMAL
011686.jpg,MAOS_FORA,NORMAL
011687.jpg,MAOS_FORA,NORMAL
011688.jpg,MAOS_FORA,NORMAL
011841.jpg,MAOS_FORA,NORMAL
011842.jpg,MAOS_FORA,NORMAL
011843.jpg,MAOS_FORA,NORMAL
011844.jpg,MAOS_FORA,NORMAL
011845.jpg,MAOS_FORA,NORMAL
011846.jpg,MAOS_FORA,NORMAL
011847.jpg,MAOS_FORA,NORMAL
011848.jpg,MAOS_FORA,NORMAL
011849.jpg,MAOS_FORA,NORMAL
011850.jpg,MAOS_FORA,NORMAL
011851.jpg,MAOS_FORA,NORMAL
011852.jpg,MAOS_FORA,NORMAL
011853.jpg,MAOS_FORA,NORMAL
011854.jpg,MAOS_FORA,NORMAL
011886.jpg,MAOS_FORA,NORMAL
011887.jpg,MAOS_FORA,NORMAL
011888.jpg,MAOS_FORA,NORMAL
011889.jpg,MAOS_FORA,NORMAL
011890.jpg,MAOS_FORA,NORMAL
011891.jpg,MAOS_FORA,NORMAL
011892.jpg,MAOS_FORA,NORMAL
012050.jpg,MAOS_FORA,NORMAL
012051.jpg,MAOS_FORA,NORMAL
012052.jpg,MAOS_FORA,NORMAL
012053.jpg,MAOS_FORA,NORMAL
012054.jpg,MAOS_FORA,NORMAL
012055.jpg,MAOS_FORA,NORMAL
012056.jpg,MAOS_FORA,NORMAL
012057.jpg,MAOS_FORA,NORMAL
012058.jpg,MAOS_FORA,NORMAL
012123.jpg,MAOS_FORA,NORMAL
012124.jpg,MAOS_FORA,NORMAL
012125.jpg,MAOS_FORA,NORMAL
012126.jpg,MAOS_FORA,NORMAL
012127.jpg,MAOS_FORA,NORMAL
012128.jpg,MAOS_FORA,NORMAL
012129.jpg,MAOS_FORA,NORMAL
012130.jpg,MAOS_FORA,NORMAL
012131.jpg,MAOS_FORA,NORMAL
012132.jpg,MAOS_FORA,NORMAL
012133.jpg,MAOS_FORA,NORMAL
012134.jpg,MAOS_FORA,NORMAL
012135.jpg,MAOS_FORA,NORMAL
012136.jpg,MAOS_FORA,NORMAL
012331.jpg,MAOS_FORA,MAOS_FORA
012332.jpg,MAOS_FORA,MAOS_FORA
012333.jpg,MAOS_FORA,MAOS_FORA
012334.jpg,MAOS_FORA,MAOS_FORA
012335.jpg,MAOS_FORA,MAOS_FORA
012352.jpg,MAOS_FORA,MAOS_FORA
012353.jpg,MAOS_FORA,MAOS_FORA
012354.jpg,MAOS_FORA,MAOS_FORA
012355.jpg,MAOS_FORA,MAOS_FORA
012356.jpg,MAOS_FORA,MAOS_FORA
012362.jpg,MAOS_FORA,NORMAL
012363.jpg,MAOS_FORA,NORMAL
012364.jpg,MAOS_FORA,NORMAL
012365.jpg,MAOS_FORA,NORMAL
012366.jpg,MAOS_FORA,NORMAL
012367.jpg,MAOS_FORA,NORMAL
012368.jpg,MAOS_FORA,NORMAL
012642.jpg,MAOS_FORA,NORMAL
012643.jpg,MAOS_FORA,NORMAL
012644.jpg,MAOS_FORA,NORMAL
012645.jpg,MAOS_FORA,NORMAL
012646.jpg,MAOS_FORA,NORMAL
012647.jpg,MAOS_FORA,NORMAL
012648.jpg,MAOS_FORA,NORMAL
012649.jpg,MAOS_FORA,NORMAL
012650.jpg,MAOS_FORA,NORMAL
012651.jpg,MAOS_FORA,NORMAL
012652.jpg,MAOS_FORA,NORMAL
013427.jpg,MAOS_FORA,NORMAL
013428.jpg,MAOS_FORA,NORMAL
013429.jpg,MAOS_FORA,NORMAL
013430.jpg,MAOS_FORA,NORMAL
013431.jpg,MAOS_FORA,NORMAL
013432.jpg,MAOS_FORA,NORMAL
013433.jpg,MAOS_FORA,NORMAL
013434.jpg,MAOS_FORA,NORMAL
013435.jpg,MAOS_FORA,NORMAL
013436.jpg,MAOS_FORA,NORMAL
013437.jpg,MAOS_FORA,NORMAL
013438.jpg,MAOS_FORA,NORMAL
013439.jpg,MAOS_FORA,NORMAL
013440.jpg,MAOS_FORA,NORMAL
013441.jpg,MAOS_FORA,NORMAL
013442.jpg,MAOS_FORA,NORMAL
013443.jpg,MAOS_FORA,NORMAL
013444.jpg,MAOS_FORA,NORMAL
013445.jpg,MAOS_FORA,NORMAL
013446.jpg,MAOS_FORA,NORMAL
013447.jpg,MAOS_FORA,NORMAL
013448.jpg,MAOS_FORA,NORMAL
013449.jpg,MAOS_FORA,NORMAL
013450.jpg,MAOS_FORA,NORMAL
013451.jpg,MAOS_FORA,NORMAL
013452.jpg,MAOS_FORA,NORMAL
013453.jpg,MAOS_FORA,NORMAL
013454.jpg,MAOS_FORA,NORMAL
013455.jpg,MAOS_FORA,NORMAL
013456.jpg,MAOS_FORA,NORMAL
013457.jpg,MAOS_FORA,NORMAL
013458.jpg,MAOS_FORA,NORMAL
013459.jpg,MAOS_FORA,NORMAL
013460.jpg,MAOS_FORA,NORMAL
013461.jpg,MAOS_FORA,NORMAL
013462.jpg,MAOS_FORA,NORMAL
013463.jpg,MAOS_FORA,NORMAL
013464.jpg,MAOS_FORA,NORMAL
013627.jpg,MAOS_FORA,NORMAL
013628.jpg,MAOS_FORA,NORMAL
013629.jpg,MAOS_FORA,NORMAL
013630.jpg,MAOS_FORA,NORMAL
013631.jpg,MAOS_FORA,NORMAL
013632.jpg,MAOS_FORA,NORMAL
013633.jpg,MAOS_FORA,NORMAL
013634.jpg,MAOS_FORA,NORMAL
013635.jpg,MAOS_FORA,NORMAL
013636.jpg,MAOS_FORA,NORMAL
013637.jpg,MAOS_FORA,NORMAL
013638.jpg,MAOS_FORA,NORMAL
013639.jpg,MAOS_FORA,NORMAL
013640.jpg,MAOS_FORA,NORMAL
013641.jpg,MAOS_FORA,NORMAL
013642.jpg,MAOS_FORA,NORMAL
013643.jpg,MAOS_FORA,NORMAL
013644.jpg,MAOS_FORA,NORMAL
013645.jpg,MAOS_FORA,NORMAL
013646.jpg,MAOS_FORA,NORMAL
013647.jpg,MAOS_FORA,NORMAL
013648.jpg,MAOS_FORA,NORMAL
013649.jpg,MAOS_FORA,NORMAL
013650.jpg,MAOS_FORA,NORMAL
013651.jpg,MAOS_FORA,NORMAL
013652.jpg,MAOS_FORA,NORMAL
013653.jpg,MAOS_FORA,NORMAL
013654.jpg,MAOS_FORA,NORMAL
013655.jpg,MAOS_FORA,NORMAL
013663.jpg,MAOS_FORA,NORMAL
013664.jpg,MAOS_FORA,NORMAL
013665.jpg,MAOS_FORA,NORMAL
013666.jpg,MAOS_FORA,NORMAL
013667.jpg,MAOS_FORA,NORMAL
013668.jpg,MAOS_FORA,NORMAL
013669.jpg,MAOS_FORA,NORMAL
013670.jpg,MAOS_FORA,NORMAL
013671.jpg,MAOS_FORA,NORMAL
013672.jpg,MAOS_FORA,NORMAL
013673.jpg,MAOS_FORA,NORMAL
013674.jpg,MAOS_FORA,NORMAL
013675.jpg,MAOS_FORA,NORMAL
013676.jpg,MAOS_FORA,NORMAL
013677.jpg,MAOS_FORA,NORMAL
013678.jpg,MAOS_FORA,NORMAL
013679.jpg,MAOS_FORA,NORMAL
013680.jpg,MAOS_FORA,NORMAL
014050.jpg,MAOS_FORA,NORMAL
014051.jpg,MAOS_FORA,NORMAL
014052.jpg,MAOS_FORA,NORMAL
014053.jpg,MAOS_FORA,NORMAL
014054.jpg,MAOS_FORA,NORMAL
014063.jpg,MAOS_FORA,NORMAL
014064.jpg,MAOS_FORA,NORMAL
014065.jpg,MAOS_FORA,NORMAL
014066.jpg,MAOS_FORA,NORMAL
014067.jpg,MAOS_FORA,NORMAL
014068.jpg,MAOS_FORA,NORMAL
014069.jpg,MAOS_FORA,NORMAL
014070.jpg,MAOS_FORA,NORMAL
014071.jpg,MAOS_FORA,NORMAL
014072.jpg,MAOS_FORA,NORMAL
014073.jpg,MAOS_FORA,NORMAL
014074.jpg,MAOS_FORA,NORMAL
014075.jpg,MAOS_FORA,NORMAL
014076.jpg,MAOS_FORA,NORMAL
014077.jpg,MAOS_FORA,NORMAL
014078.jpg,MAOS_FORA,NORMAL
014079.jpg,MAOS_FORA,NORMAL
014080.jpg,MAOS_FORA,NORMAL
014081.jpg,MAOS_FORA,NORMAL
014082.jpg,MAOS_FORA,NORMAL
